NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
KAŠA ZOB RISE&SMILE MALINA 65g,90713244,RISE&SMILE,0.07 kg,ko,,6.62,0.43,0.55,0.55,3850334043450,HRANA
SOK OD LIMUNA 200ml LIMMI,90363807,LIMMI,0.20 l,ko,1.45,7.25,,,1.45,8020542111134,HRANA
KAVA LUNGO ESP NS 10/1 56g LAVAZZA,90725308,LAVAZZA,0.06 kg,ko,5.79,103.39,,,5.59,8000070053571,HRANA
ŠTRUDLA SPECIAL M ČOKO VOĆNI MIX 145g,90825557,SPECIAL MOMENTS,0.15 kg,ko,1.29,8.9,,,1,3850334429230,HRANA
TROPIC MIX EUROCOMPANY 125G,90706914,EUROCOMPANY,0.13 kg,ko,2.39,19.12,,,2.39,3872084014566,HRANA
DESERT CORNY BIG BROWNIE 50G,90260633,SCHWARTAU,0.05 kg,ko,1.19,23.8,,,1.19,4011800585518,HRANA
SALATA OD HOBOTNICE 212ml PEPEFIŠ,90478077,PEPEFIŠ,0.21 l,ko,13.99,65.99,,,13.99,3859892950255,HRANA
KREKER RIBICE 50g,04149336,BOBI,0.05 kg,ko,0.59,11.8,,,0.55,3858891590226,HRANA
ČOKOL LINDT DARK MILD 70% 100g,90425469,LINDT,0.10 kg,ko,5.29,52.9,,,4.29,3046920029780,HRANA
KAVA CREMA MLJEV 3U1 9 g FRANCK,90750358,FRANCK CREMA,0.01 kg,ko,0.45,50,,,0.39,3850291054100,HRANA
PANNA COTTA & MALINA 120g DOLCELA,90362700,DOLCELA,0.12 kg,ko,2.29,19.08,,,2.29,3856020229825,HRANA
BOMBON KAVABON VREĆ 80g,90673096,KAVABON,0.08 kg,ko,0.73,9.13,,,0.73,8605073300020,HRANA
SIR POLUT KOZJI REZ 80g ALBENIZ,90617972,ALBENIZ,0.08 kg,ko,2.29,28.63,,,2.29,8427298009232,HRANA
KAKAO BENQUICK BOX 800g,90726541,BENQUICK,0.80 kg,ko,5.99,7.49,,,5.99,3838900030400,HRANA
ČAJ DETOX METV/MASL/STOL 20X1.5g NATURA,90407179,NATURAVITA,0.03 kg,ko,2.49,83,,,2.19,3858884092119,HRANA
SPAGHETTI BOLOGNESE 400 g COME A CASA,90794937,COME A CASA,0.40 kg,ko,2.99,7.48,,,2.99,5900741604817,HRANA
FEFERONI BLAGI 150g PODRAVKA,01559017,PODRAVKA,0.15 kg,ko,2.69,17.93,,,2.69,3850104011658,HRANA
FALAFEL 350 g SANA,90759751,SANA,0.35 kg,ko,,14.24,4.98,5.99,5.99,3858892321744,HRANA
SIR VINOGRADARSKI CCA 400g VERONIKA,90513501,VERONIKA,1.00 kg,kg,10.99,10.99,,,10.99,,HRANA
CHILLI CON CARNE 300g PODRAVKA,90623051,PODRAVKA,0.30 kg,ko,3.69,12.3,,,3.69,3856020257422,HRANA
ČOKOLADA MILKA LOTUS BISCOFF 90 g,90879898,MILKA,0.09 kg,ko,2.49,27.67,,,2.49,7622202295058,HRANA
ZAČIN KLINČIĆ CIJELI VR 18g  VEGETA MAESTRO,90282299,VEGETA MAESTRO,0.02 kg,ko,1.59,88.33,,,1.59,3850104294556,HRANA
ŽELIN SUPER 25g DOLCELA,90770253,DOLCELA,0.03 kg,ko,1.19,47.6,,,1.19,3856020269586,HRANA
PROTEIN BAR ZOE WHITE CHOCO 50 G,90810000,ZOE,0.05 kg,ko,,45.8,2.29,2.99,2.99,3856026709680,HRANA
DESERT ČOKOLADA LJEŠNJAK 4X125g DAR,90707774,DAR,0.50 kg,ko,2.49,4.98,,,2.49,3850108028102,HRANA
FANT ZA RIBLJU JUHU I PAP 60g PODRAV,04163625,FANT,0.06 kg,ko,1.39,23.17,,,1.39,3850104019173,HRANA
CDO SLADOLED TIRAMISU 825ml,90785145,ALGIDA CD OR,0.45 l,ko,7.99,17.66,,,7.99,8711327616455,HRANA
MJEŠ MEDITERANSKA 40g MLIN  KOTANY,04100910,KOTANYI,0.04 kg,ko,,59.75,2.39,3.99,3.98,9001414541371,HRANA
BOMBONI NIM2 MINIS 20/1 210g,90826367,NIMM2,0.21 kg,ko,2.99,14.24,,,2.99,4014400904253,HRANA
RAVIOLI BURRATA&RAJČ 250 g SPEC MOMENTS,90825761,SPECIAL MOMENTS,0.25 kg,ko,2.49,9.96,,,2.49,3850334421159,HRANA
TUBA FRUTOLINO JAB/MAN/BRES 100g,90707660,LINO,1.00 ko,ko,1.39,1.39,,,1.39,3856020261412,HRANA
DESERT CORNY MILK SAND DAR&WH 40g,90166710,SCHWARTAU,0.04 kg,ko,1.19,29.75,,,1.19,4011800583118,HRANA
CAPP ARABESCA ČOKOLADA 200g,90308836,ARABESCA,0.20 kg,ko,2.99,14.95,,,2.99,3858886804147,HRANA
KAVA NOTA LUNGO DG 16/1 112g FRANCK,90569657,FRANCK NOTA,0.11 kg,ko,,42.68,4.78,5.99,5.99,3850291053042,HRANA
RUŽMARIN CIJELI 24g VREĆ KOTANY,04100171,KOTANYI,0.02 kg,ko,0.99,41.25,,,0.99,9001414018088,HRANA
BUČINE KOŠTICE BESKORKE VEDRINI 250g,90850470,VEDRINI,0.25 kg,ko,2.19,8.76,,,2.19,3858889332104,HRANA
ČOKOLADA MILKA NOISETTE 250 g,90894675,MILKA,0.25 kg,ko,6.79,27.16,,,6.79,7622202258312,HRANA
DRESSING BALSAMICO 75ML DEVELEY,90064398,DEVELEY,0.08 l,ko,0.79,10.53,,,0.79,4006824018067,HRANA
UMAK EXTRA HOT CHILI 361g MAGGI,90769823,MAGGI,0.36 kg,ko,3.99,11.05,,,3.99,8445291218260,HRANA
ČOKOLADICA PROTEIN WOPPER  CHO 21.5g,90400962,POLLEO,0.02 kg,ko,1.49,69.3,,,1.49,3858892291641,HRANA
KEČAP BLAGI PREMIUM 760 g ZVIJEZDA,90770105,ZVIJEZDA,0.76 kg,ko,3.49,4.59,,,3.49,3856015330499,HRANA
GROŽĐICE ZLATNE 200g KRESTO,01310472,KRESTO,0.20 kg,ko,1.89,9.45,,,1.89,3858882290845,HRANA
MASLINE KALAMATA ODKOŠT 150g,90187372,GAEA,0.15 kg,ko,4.99,33.27,,,4.99,5201671802466,HRANA
PAPRIKA TUCANA 50g ŠAFRAM,04101008,ŠAFRAM,0.05 kg,ko,1.19,23.8,,,1.13,3859888163287,HRANA
TORTILLA PŠEN GRILL 6/1 370g MISSION,90819760,MISSION,0.37 kg,ko,3.29,8.89,,,2.99,8710637106021,HRANA
PAH RISE&SMILE 3 ŽITARICE 500 g,90749828,RISE&SMILE,0.50 kg,ko,0.99,1.98,,,0.99,3850334107268,HRANA
MARINIRANI PILEĆI ZABATAK RAW-ŠTILJ,90408133,RAW ŠTILJ,1.00 kg,kg,4.89,4.89,,,4.89,3850159155314,HRANA
JELO U ČAŠI CURRY 65g FINI MINI,90814675,FINI MINI,0.07 kg,ko,1.69,26,,,1.18,3856020269944,HRANA
VRHNJE ZA KUHANJE BEZ LAKT MEGGLE 200ml,90674522,MEGGLE,0.20 kg,ko,1.49,7.45,,,1.49,8585002505415,HRANA
VEGETA NATUR PILETINA 75g POSIPAČ,90393065,VEGETA NATUR,0.08 kg,ko,2.19,29.2,,,1.99,3856020221829,HRANA
TUBA NUTR JAB/MAN/PAP/BAN 100g,90494061,NUTRINO,0.10 kg,ko,1.05,10.5,,,1.05,8606019650261,HRANA
MEKSIČKI MIX 3X150/3X130g BONDUELLE,90765302,BONDUELLE,0.39 kg,ko,3.69,9.46,,,3.69,3083681168600,HRANA
MED BAGREM 450g ŽUPANJA,90412087,KUĆA MEDA,0.45 kg,ko,9.59,21.31,,,8.76,3859893780004,HRANA
ZAČIN GRILL CLASSIC  POSIPAČ 80g VEGETA NATUR,90360872,VEGETA NATUR,0.08 kg,ko,2.19,27.38,,,1.99,3856020227494,HRANA
TIJESTO FETTUCCINE 205 500g ZARA,04050727,PASTA ZARA,0.50 kg,ko,1.99,3.98,,,1.99,8004350131058,HRANA
ČOKOLADA RITTER  MOUSSE 100g,90307215,RITTER SPORT,0.10 kg,ko,2.39,23.9,,,1.79,4000417294005,HRANA
SIR POLUTV GAUDA 100g REZ ZDENKA,90361605,ZDENKA,0.10 kg,ko,2.29,22.9,,,2.29,3858888596279,HRANA
PUDING MALINA 40g VREĆ PODRAVKA,04183509,DOLCELA,0.04 kg,ko,0.75,18.75,,,0.75,3850104216749,HRANA
VODA CEDEVITA VIT LIMUN ANANAS 1.5L,90889873,CEDEVITA,1.50 l,ko,1.69,1.13,,,1.69,3850322017050,PIĆE
VISKI JACK DANIEL'S 0.7L,03081739,JACK DANIELS,0.70 l,ko,24.25,34.64,,,24.25,5099873089798,PIĆE
VINO PLAVAC 0.75L BLATO,03024000,BLATO 1902,0.75 l,ko,5.69,7.59,,,5.69,3859888154025,PIĆE
WHISKY CLAN CAMPBELL 0.7L,90814882,CLAN CAMPBELL,0.70 l,ko,14.05,20.07,,,14.05,5056772300003,PIĆE
VODA MINERALNA JANA 4PACK 1.5L PET,90452807,JANA,6.00 l,ko,3.29,0.55,,,3.29,3858890876062,PIĆE
GAZ PIĆE NARANČADA JAMNICA 0.5 l PET,90884959,JAMNICA,0.50 l,ko,1.35,2.7,,,1.35,3856028502166,PIĆE
NEKTAR VINDI JAGODA 1 L,90784841,VINDI,1.00 l,ko,2.79,2.79,,,2.79,3850108078695,PIĆE
LEDENI ČAJ ŠUM VOĆE JUICY 1.5 L,90890135,JUICY,1.50 l,ko,1.59,1.06,,,1.59,3858890977967,PIĆE
NEG PIĆE FIS NARANČA 2L,90082618,FIS,2.00 l,ko,1.89,0.95,,,1.89,3850108072846,PIĆE
VINO CHIANTI  DOCG 0.75l,90402328,ROSETTI,0.75 l,ko,8.69,11.59,,,8.69,8027603005319,PIĆE
SIRUP VIŠNJA 470ml KAPRONCA,90730891,KAPRONCA,0.47 l,ko,6.89,14.66,,,6.89,3859892896379,PIĆE
PIĆE GAZIRANO PEPSI LIMETA 0.33L LIM,90361504,PEPSI,0.33 l,ko,0.99,3,,,0.99,3830065021071,PIĆE
VODA CEDEVITA VIT NARAN PAPAYA 0.5L ,90705611,CEDEVITA,0.50 l,ko,1.19,2.38,,,1.15,3850322016220,PIĆE
SOK PREMIUM JAGODA 1L FRUCTAL,03142078,FRUCTAL,1.00 l,ko,2.59,2.59,,,1.87,3838945509022,PIĆE
RAKIJA ŠLJIVOVICA 0.7L ZVEČEVO,90085674,ZVEČEVO,0.70 l,ko,11.59,16.55,,,11.59,3858894170128,PIĆE
ANTIQUE PELINKOVAC  LUX 0.7 BADEL,90181704,BADEL 1862,0.70 l,ko,18.05,25.79,,,18.05,3850112110596,PIĆE
CEDEVITA ANANAS MANGO 455 g,90784737,CEDEVITA,0.46 kg,ko,4.39,9.65,,,3.95,3850322016268,PIĆE
GAZ PIĆE COCA COLA 1.5L,03160286,COCA COLA,1.50 l,ko,1.89,1.26,,,1.89,5449000000439,PIĆE
CEDEVITA LIMETA 200g,04181023,CEDEVITA,0.20 kg,ko,2.19,10.95,,,2.09,3850322007099,PIĆE
PIĆE NEGAZ CAPPY MINT LEM 1.25L PET,90407747,CAPPY,1.25 l,ko,1.99,1.59,,,1.99,5000112653793,PIĆE
PIVO EDELMEISTER SCHWARZBIER LIM 0.5L,90303170,EDELMEISTER,0.50 l,ko,1.25,2.5,,,1.19,5900535023176,PIĆE
PROSECCO VILLA BRAIDA BRUT 0.75L,90622704,VILLA BRAIDA,0.75 l,ko,11.99,15.99,,,11.99,8032611631115,PIĆE
NEKTAR MOJ DAN JAB/GROŽ/CRV VOĆ 1L,90699247,MOJ DAN,1.00 l,ko,1.45,1.45,,,1.25,3850334028075,PIĆE
VISKI CANADIAN SPEC OLD 0.70L,03081999,CANADIAN CLU,0.70 l,ko,12.79,18.27,,,12.55,0089540453705,PIĆE
GIN SOUTH BANK PINK 0.7L,90424834,SOUTH BANK,0.70 l,ko,9.09,12.99,,,9.09,5021692001026,PIĆE
LIKER MARTINI FIERO 1L,90642888,MARTINI,1.00 l,ko,17.49,17.49,,,17.49,7630040409155,PIĆE
GAZ PIĆE SPRITE 2L,03167377,SPRITE,2.00 l,ko,,1.1,2.19,2.39,2.29,5449000335036,PIĆE
PJENUŠAC HENKELL TROCKEN 0.75L,03030035,HENKELL TROC,0.75 l,ko,10.99,14.65,,,10.55,4003310011625,PIĆE
PIVO BUDWEISER 0.5L 4PACK LIM,90486778,BUDWEISER,2.00 l,ko,5.75,2.88,,,5.75,8594403704990,PIĆE
RAKIJA VILJAMOVKA 0.5L PERKOVIĆ,03070083,MDM PERKOVIĆ,0.50 l,ko,23.79,47.58,,,17.05,3859890376170,PIĆE
PIĆE GAZ PARTY TONIC 1.5L,90468064,PARTY,1.50 l,ko,1.09,0.73,,,1.09,3850334387165,PIĆE
SOK FRUCTAL NARAN BEZ PULPE 100% 1L,90499376,FRUCTAL,1.00 l,ko,3.99,3.99,,,1.99,3838945007870,PIĆE
VINO MALVAZIJA FRANKOVIĆ 0.75 L,90784878,FRANKOVIĆ,0.75 l,ko,13.19,17.59,,,13.19,3857500010308,PIĆE
SOK 100% JABUKA 1L ČEP,90366067,VINDI,1.00 l,ko,1.99,1.99,,,1.99,3850108076776,PIĆE
GAZ PIĆE FRANKLIN GINGER BEER 0.2L,90316766,FRANKLIN INDIAN TONIC,0.20 l,ko,1.95,9.75,,,1.95,5032678005396,PIĆE
LEDENI ČAJ JANA LIMUN 0.5L,90755063,JANA,0.50 l,ko,1.19,2.38,,,1.19,3856028500254,PIĆE
NAPITAK FLEXWATER ŠUMSKO VOĆE 0.71L,90607811,FLEXWATER,0.71 l,ko,1.99,2.8,,,1.99,5304000311193,PIĆE
NEG PIĆE A+C+E VINDI 1.5 l,90800797,VINDI,1.50 l,ko,1.79,1.19,,,1.79,3850108072310,PIĆE
VODA SENSATION TONIC 1.5 L,90784802,SENSATION,1.50 l,ko,1.69,1.13,,,1.59,3875000183278,PIĆE
VINO PLAVAC 0.75L BADEL 1862,03021426,VINA HRVATSKE,0.75 l,ko,6.05,8.07,,,5.59,3850112170620,PIĆE
CEDEVITA LIMUN 455g,90571965,CEDEVITA,0.46 kg,ko,4.39,9.65,,,4.19,3850322014905,PIĆE
NEKTAR CRNI RIBIZL FRUCTAL1L,03142816,FRUCTAL,1.00 l,ko,2.49,2.49,,,1.72,3838945509015,PIĆE
VINO ROSE 0.75 L KV BELJE,90311435,BELJE,0.75 l,ko,9.05,12.07,,,9.05,3850257021160,PIĆE
NEKTAR VINDI DISNEY BOROVNICA 1 L,90826103,VINDI,1.00 l,ko,2.09,2.09,,,2.09,3850108078244,PIĆE
PIVO 5TH ELEMENT STOUT 0.5L NB,90307279,5TH ELEMENT,0.50 l,ko,2.55,5.1,,,2.55,3859892222529,PIĆE
SIRUP OD MENTE 500ml,90404096,AGROPOSTA,0.50 l,ko,5.69,11.38,,,5.69,3859892734725,PIĆE
GAZ PIĆE COCA COLA ZERO LIMUN 0.5L,90312920,COCA COLA,0.50 l,ko,1.19,2.38,,,1.15,5449000247964,PIĆE
MIN VODA STUDENAC 1L GAZ POV AMB NAVOJ,03181000,STUDENAC,1.00 l,ko,0.55,0.55,,,0.55,3856022300867,PIĆE
VINO CABER SAUVIG 0.75L KORLAT,03023332,KORLAT,0.75 l,ko,16.05,21.4,,,16.05,3850112170552,PIĆE
GAZ PIĆE COCA COLA ZERO 0.5L,03160279,COCA COLA,0.50 l,ko,1.19,2.38,,,1.15,5449000131836,PIĆE
PIVO GARDEN CRAFT PILSNER 0.33L,90302349,GARDEN,0.33 l,ko,1.45,4.39,,,1.45,3859893153174,PIĆE
PIVO STAROPRAMEN 0.5L PB,03130491,STAROPRAMEN,0.50 l,ko,1.29,2.58,,,1.29,3850131001790,PIĆE
GAZ PIĆE T.HENRY PINK GRAPEFRUIT 0.2L,90703407,THOMAS HENRY,0.20 l,ko,2.19,10.95,,,2.19,4251760800119,PIĆE
CIDER SOMERSBY JABUKA 0.5L LIM,90059055,SOMERSBY,0.50 l,ko,1.79,3.58,,,1.79,3858887584055,PIĆE
VODA SMART WATER 0.6L PET,90319366,SMART,0.60 l,ko,1.25,2.08,,,1.25,5449000034335,PIĆE
MLIJEKO OLEA DJ F30 SPRAY 200ml,90360513,OLEA,0.20 l,ko,7.99,39.95,,,7.99,3850334153876,KOZMETIKA
SET BIOBAZA BOTANIKA GRANDMA’S GARD,90704122,BIOBAZA,1.00 ko,ko,9.99,9.99,,,9.99,3856020912406,KOZMETIKA
DEO REXONA M COBALT 150 ml,90885054,REXONA,0.15 l,ko,5.29,35.27,,,5.29,8720181449857,KOZMETIKA
KREMA MELEM RUKE COLD 50ml,90730124,MELEM,0.05 l,ko,3.29,65.8,,,3.29,3856007910920,KOZMETIKA
ZP ORAL B PRO DENS PROTECT 75ml,90669771,ORAL B,0.08 l,ko,6,79.98,,,6,8001090247544,KOZMETIKA
PJENA NIVEA MEN SENS RECOV 200ML,90697879,NIVEA,0.20 l,ko,,17.75,3.55,5.09,5.09,9005800294759,KOZMETIKA
REGENER GLISS KUR 200 REP OIL NUTR,06546645,GLISS,0.20 l,ko,,22.45,4.49,7.09,7.09,9000100398701,KOZMETIKA
GLAVA ZAMJ ORAL B ZA EL ČETK CROSSAC 4 KOM,90453721,ORAL B,4.00 ko,ko,21.25,5.31,,,21.25,8006540847770,KOZMETIKA
ROLL ON BOROT ACT SEA SAL 50ml,90365955,BOROTALCO,0.05 l,ko,,59.8,2.99,4.69,3.99,80859840,KOZMETIKA
MLIJEKO AFRODITA F20 200 ml SPRAY,90784853,AFRODITA,0.20 l,ko,17.59,87.95,,,17.59,3831070662051,KOZMETIKA
GEL TAFT POW ACTIV 150  2188,06540286,TAFT,0.15 l,ko,,29.24,4.39,4.39,5.49,9000101723229,KOZMETIKA
ŠAMPON OLIVAL KOPR I METV 250ml,90598766,OLIVAL,0.25 l,ko,6.29,25.16,,,6.09,3858892693919,KOZMETIKA
KREMA NIVEA PROT BORA 55+ DAN 50ml,90299082,NIVEA,0.05 l,ko,,133.8,6.69,10.29,10.29,9005800396385,KOZMETIKA
GEL ZA TUŠ NIVEA CREME ALOE 750ml,90478497,NIVEA,0.75 l,ko,8.29,11.05,,,8.29,4005900648181,KOZMETIKA
VODICA ZA USTA GEN DELICATE MINT (ZEL) 500ml,90297902,GENERA,0.50 l,ko,2.59,5.18,,,2.39,8003693400487,KOZMETIKA
GEL TUŠ MAN MAX SPORT 300ml,90235440,MAN MAX,0.30 l,ko,1.05,3.5,,,1.05,3850334560605,KOZMETIKA
ZP PLID SUPERFR 75ml,90423021,PLIDENTA,0.08 l,ko,2.35,31.33,,,2.15,3856007908071,KOZMETIKA
ČETKICA COLGATE TRIPLE ACTION 2/1,90885336,COLGATE,2.00 ko,ko,1.99,1,,,1.99,8718951309609,KOZMETIKA
DEO GEL OLDSP WHITEWATER 70ml,06550286,OLD SPICE,0.07 l,ko,4.99,71.29,,,4.99,5000174917710,KOZMETIKA
BOJA SYOSS 4/2 MAHAGONIJ SMEĐA,06544306,SYOSS,1.00 ko,ko,6.99,6.99,,,5.59,9000100632867,KOZMETIKA
BOJA PALETTE ICC C1     0125,06540417,PALETTE ICC,1.00 ko,ko,5.49,5.49,,,3.49,3838824159171,KOZMETIKA
LIP BALM MELEM KIKI TUTTI FRUT 4.5 g,90885701,MELEM,0.01 kg,ko,3.89,864.44,,,3.89,3856007912726,KOZMETIKA
GEL ANNYER STRONG PINK 100ml,90704485,ANNYER,0.10 l,ko,3.79,37.9,,,3.79,3850177007176,KOZMETIKA
KREMA MELEM 35ML,06591360,MELEM,0.04 l,ko,5.89,168.29,,,5.89,3856007901409,KOZMETIKA
GEL TUŠ OLD SPICE WHITEWAT XXL 675ml,90572100,OLD SPICE,0.68 l,ko,7.49,11.1,,,7.49,8006540280195,KOZMETIKA
BOJA PALETTE ICC N6     0088,06540414,PALETTE ICC,1.00 ko,ko,5.49,5.49,,,3.49,3838824159614,KOZMETIKA
VODICA MICEL NIVEA REGENER 400 ml,90850413,NIVEA,0.40 l,ko,,14.48,5.79,8.89,8.89,9005800391502,KOZMETIKA
BOJA SYOSS 4/8 ČOKOLADNO SMEĐA,06544304,SYOSS,1.00 ko,ko,6.99,6.99,,,5.59,9000100633314,KOZMETIKA
STICK OLDSP BEARGLOVE 50ml,90084739,OLD SPICE,0.05 l,ko,4.99,99.8,,,4.99,8700216884662,KOZMETIKA
BOJA EXCELLENCE 8.1,90154972,LOREAL EXCELLANCE,1.00 ko,ko,8.99,8.99,,,8.99,3600523724963,KOZMETIKA
MLIJEKO OLEA POSLIJE SUN 200ml,90360482,OLEA,0.20 l,ko,2.99,14.95,,,2.99,3850334153791,KOZMETIKA
SAPUN INT CHILLY DELICATE 250 ml,90775131,CHILLY,0.25 l,ko,4.99,19.96,,,4.99,8002410031690,KOZMETIKA
ROLL ON NIVEA M DEEP SPORT 50 ml,90775362,NIVEA,0.05 l,ko,6.09,121.8,,,6.09,9005800379500,KOZMETIKA
GEL ZA KUPANJE LUMPI 500ML,90256051,LUMPI,0.50 l,ko,2.39,4.78,,,2.39,3838900823958,KOZMETIKA
ROLL ON BOROTALCO SOFT 50ML,90669171,BOROTALCO,0.05 l,ko,,59.8,2.99,4.69,3.99,,KOZMETIKA
LOSION NIVEA SUN BRONZE SPF50 200 ml,90887298,NIVEA,0.20 l,ko,19.49,97.45,,,18.49,4005900133199,KOZMETIKA
GEL NIVEA MICEL RUŽA 150ml,90353764,NIVEA,0.15 l,ko,,35.67,5.35,8.19,8.19,9005800304557,KOZMETIKA
BOJA PALETTE ICC A10 INS COLOR,06548066,PALETTE ICC,1.00 ko,ko,5.49,5.49,,,3.49,3838824159133,KOZMETIKA
REGEN PANTENE MIRAC HYDRAT 160 ml,90771238,PANTENE,0.16 l,ko,5.99,37.44,,,5.99,8700216191609,KOZMETIKA
SAPUN OLEA  ALOE VERA 100 g,90745917,OLEA,0.10 kg,ko,0.59,5.9,,,0.59,3850334071200,KOZMETIKA
DEO LACTOVIT SENSITIVE 200 ml,90885248,LACTOVIT,0.20 l,ko,4.79,23.95,,,4.79,8411135352452,KOZMETIKA
PJENA GILL REGULAR 200ml 8668,06561530,GILLETTE,0.20 l,ko,2.89,14.45,,,2.89,3014260228668,KOZMETIKA
LOSION SOLO POS BRIJ OCEAN 125ml,90730478,SOLO,0.13 l,ko,2.29,18.32,,,2.29,5944568001411,KOZMETIKA
REGENER PARISI ŽUTI  1L,06542724,PARISI,1.00 l,ko,3.29,3.29,,,3.29,8008423400164,KOZMETIKA
GEL TUŠ OLD SPICE CAPTAIN 400ml,90362390,OLD SPICE,0.40 l,ko,4.99,12.48,,,4.99,8700216859820,KOZMETIKA
VODICA MICELARNA GARNIER BIFAZNA 100ml,90310796,GARNIER,0.10 l,ko,3.59,35.9,,,3.59,3600542109734,KOZMETIKA
GEL TUŠ NIVEA CREME SOFT 750ml,90478507,NIVEA,0.75 l,ko,8.29,11.05,,,8.29,9005800218540,KOZMETIKA
ŠAMPON H&S MENTHOL 800 ml,90771150,HEAD&SHOULDE,0.80 l,ko,12.49,15.61,,,12.49,8700216156196,KOZMETIKA
GEL TUŠ J&J ADULT BADEM JASM 750 ml,90765139,J&J,0.75 l,ko,7.49,9.96,,,6.99,3574661384887,KOZMETIKA
KREMA NIVEA VIS Q10 15ml OKO OČI,06590283,NIVEA,0.02 l,ko,,719.33,10.79,16.59,16.59,9005800390703,KOZMETIKA
LOSION MELEM DRAGOC ULJA 200ml,90571892,MELEM,0.20 l,ko,5.69,28.45,,,5.45,3856007909320,KOZMETIKA
BOJA SYOSS OLEO 8-05 BEŽ PLAVA,90065468,SYOSS OLEO,1.00 ko,ko,7.99,7.99,,,7.99,9000100840965,KOZMETIKA
BOJA SYOSS OLEO 4-60 ZLATNO SMEĐA,90059985,SYOSS OLEO,1.00 ko,ko,7.99,7.99,,,7.99,9000100814911,KOZMETIKA
MAST ORIGINAL PAVLOVIĆEVA 100g,90074146,PAVLOVIĆEVA MAST,0.10 kg,ko,7.29,72.9,,,6.89,8600101567468,KOZMETIKA
ŠAMPON H&S 400ml DRY SCALP CARE,06523555,HEAD&SHOULDE,0.40 l,ko,6.69,16.73,,,6.69,5011321336063,KOZMETIKA
REG SCHAUMA LONG HAIR 250 ml,90885545,SCHAUMA,0.25 l,ko,4.19,16.76,,,4.19,9000101750256,KOZMETIKA
KREMA LICE LOREAL DE HYALURON 50ml,90478317,LOREAL,0.05 l,ko,9.99,199.8,,,9.99,3600523775699,KOZMETIKA
ČETKICA K PL LUMPI DJEČJA,06531298,LUMPI,1.00 ko,ko,0.59,0.59,,,0.59,3850334599070,KOZMETIKA
ŠAMPON H&S COCONUT OIL 400ml,90377612,HEAD&SHOULDE,0.40 l,ko,6.69,16.73,,,6.69,8001841406688,KOZMETIKA
KREMA ZA RUKE BEZ MIRISA NEUTROG 75ML,90133630,NEUTROGENA,0.08 l,ko,4.89,65.2,,,4.89,3574660066227,KOZMETIKA
LAK TAFT ULTRA GLANZ 250ml,06540609,TAFT,0.25 l,ko,,15.96,3.99,4.99,4.99,4012800702844,KOZMETIKA
REGENER FRUCTIS GOODBYE D 200ML,90064631,GARNIER FRUCTIS,0.20 l,ko,3.49,17.45,,,3.49,3600541309128,KOZMETIKA
BOJA COLOR NAT 7.1 BLO CEN 5692,06542050,GARNIER COL NATURALS,1.00 ko,ko,,3.49,3.49,4.99,4.99,3600540335692,KOZMETIKA
REGEN PANTENE REPAIR&PROTECT 800 ml,90850353,PANTENE,0.80 l,ko,14.19,17.74,,,14.19,8700216467391,KOZMETIKA
KREMA ZA DEP AFRODITA LICE I BIKINI 50ML,90178035,AFRODITA,0.05 l,ko,5.39,107.8,,,4.99,3830001290530,KOZMETIKA
GELTUŠ FA COCNUT MILK 250ml,90214756,FA,0.25 l,ko,2.79,11.16,,,2.79,9000101009859,KOZMETIKA
GEL GILL FUS ULTRA SENS 200ml,90324310,GILLETTE,0.20 l,ko,,24.45,4.89,6.49,5.19,7702018617098,KOZMETIKA
MICEL VODA GENERA S ULJEM DAM RUŽE 250ml,90344981,GENERA,0.25 l,ko,2.35,9.4,,,2.19,8003693403747,KOZMETIKA
KREMA MELEM 35 ml+BALZAM 4.5 g,90800380,MELEM,1.00 ko,ko,5.89,5.89,,,5.89,3856007912177,KOZMETIKA
ŠAMPON L'ANG ZA OŠTEĆ KOSU 750ml,90669819,L ANGELICA,0.75 l,ko,5.29,7.05,,,5.29,8017331089484,KOZMETIKA
MASKA LICE AURORA 7 HEAVEN MAČKA,90648966,7TH HEAVEN,1.00 ko,ko,3.05,3.05,,,3.05,083800047857,KOZMETIKA
KREMA RUKE OLEA MEDIT SMILJE 75ml,90735115,OLEA,0.08 l,ko,1.35,18,,,1.35,3850334099860,KOZMETIKA
MLIJEKO TIJ NIVEA 250ML,06592661,NIVEA,0.25 l,ko,,23.8,5.95,7.99,7.99,4005808246205,KOZMETIKA
BOJA EXCELLENCE 6,90154958,LOREAL EXCELLANCE,1.00 ko,ko,8.99,8.99,,,8.99,3600523731886,KOZMETIKA
BOJA PALETTE ICC 8-21 PEPELJ SV PLAVA,90598474,PALETTE ICC,1.00 ko,ko,5.49,5.49,,,3.49,9000101677607,KOZMETIKA
KREMA AFR BAD MULTI VLAŽN 50 9212,06595878,AFRODITA,0.05 l,ko,10.79,215.8,,,9.99,3831070659921,KOZMETIKA
